region,year,week,case_c,pop_total,case_per_capita(‰),AMB_TEMP,NO,NO2,NOx,O3,PM10,PM25,RH,SO2
中彰投,2019,29,2076,346336,5.99,29.38,1.96,7.44,9.3,25.39,26.33,14.27,74.88,2.07
中彰投,2019,30,2047,345764,5.92,29.06,2.0,6.87,8.77,21.66,19.81,9.23,75.4,2.17
中彰投,2019,31,1982,345137,5.74,29.32,1.75,7.97,9.64,29.34,29.26,16.0,75.63,2.55
中彰投,2019,32,1989,346784,5.74,29.04,1.87,6.16,7.93,26.53,29.45,13.51,80.38,2.18
中彰投,2019,33,2036,343922,5.92,27.06,1.62,6.31,7.8,27.95,14.17,7.62,84.83,1.91
中彰投,2019,34,2315,347468,6.66,28.37,2.0,8.47,10.49,25.67,26.78,15.52,81.29,2.36
中彰投,2019,35,2248,344887,6.52,28.79,1.89,8.37,10.25,29.11,31.3,19.03,78.64,2.68
中彰投,2019,36,2271,343401,6.61,28.25,1.97,8.5,10.33,27.94,25.66,15.52,79.46,2.46
中彰投,2019,37,2212,341994,6.47,28.77,1.28,8.93,10.32,36.34,37.65,23.51,75.53,2.49
中彰投,2019,38,2629,345808,7.6,26.28,1.13,8.5,9.72,50.31,36.8,15.55,68.55,2.18
中彰投,2019,39,2577,346438,7.44,26.76,2.22,11.43,13.66,30.71,34.71,17.2,76.4,2.32
中彰投,2019,40,2457,345997,7.1,27.67,1.92,9.98,11.68,37.55,51.54,35.02,77.12,2.61
中彰投,2019,41,2465,343032,7.19,26.93,1.62,11.75,13.32,40.29,48.86,26.87,73.72,2.57
中彰投,2019,42,2705,345554,7.83,24.58,1.49,10.19,11.64,42.81,37.24,15.7,68.21,2.19
中彰投,2019,43,2714,344448,7.88,24.63,1.91,13.63,15.43,37.63,41.21,21.31,73.39,2.52
中彰投,2019,44,2721,343389,7.92,24.6,1.77,12.17,13.99,36.84,51.01,22.54,77.28,2.2
中彰投,2019,45,2724,346336,7.87,22.81,1.76,11.99,13.75,39.89,40.46,18.07,69.4,2.21
中彰投,2019,46,3020,346448,8.72,22.63,2.49,15.58,17.99,39.2,58.13,31.55,72.29,2.43
中彰投,2019,47,2922,347027,8.42,22.25,2.55,11.9,14.36,27.29,31.81,14.65,76.69,2.19
中彰投,2019,48,2835,347555,8.16,20.96,2.11,12.22,14.36,30.81,36.6,15.86,73.0,2.21
中彰投,2019,49,2811,347555,8.09,16.4,2.45,11.69,14.21,29.67,24.33,11.57,74.8,1.93
中彰投,2019,50,3130,347468,9.01,19.25,4.54,17.31,21.83,26.71,45.62,24.7,76.43,2.36
中彰投,2019,51,3458,348585,9.92,20.46,5.51,14.83,20.36,19.2,31.68,16.59,81.73,2.22
中彰投,2019,52,3413,348585,9.79,19.21,3.32,15.2,18.53,22.16,31.87,15.8,81.21,2.21
北北基桃竹苗,2016,1,1814,815947,2.22,18.81,11.49,19.26,30.7,20.04,47.43,24.88,86.46,3.02
北北基桃竹苗,2016,2,7954,835357,9.52,15.84,5.53,15.89,21.41,28.82,38.94,20.36,83.34,2.63
北北基桃竹苗,2016,3,7942,834704,9.51,15.5,6.28,17.39,23.66,26.31,40.75,21.96,84.26,2.41
北北基桃竹苗,2016,4,8279,835110,9.91,12.09,10.51,16.32,26.83,25.36,35.27,15.96,76.77,2.78
北北基桃竹苗,2016,5,9765,836800,11.67,14.87,6.49,15.55,21.99,27.1,23.6,9.42,87.72,2.09
北北基桃竹苗,2016,6,12901,836875,15.42,14.13,4.92,15.92,20.81,37.66,57.07,31.14,64.5,2.97
