region,year,week,AMB_TEMP,NO,NO2,NOx,O3,PM10,PM25,RH,SO2
宜花東,2019,12,21.99,2.15,7.94,10.14,29.69,28.53,14.06,78.3,1.74
宜花東,2019,13,22.42,1.53,7.18,8.78,36.02,30.49,14.41,78.42,1.48
宜花東,2019,14,23.76,1.69,6.99,8.73,33.3,28.0,14.6,77.42,1.55
宜花東,2019,15,23.95,1.56,6.27,7.85,35.57,27.84,12.84,77.42,1.5
宜花東,2019,16,24.41,1.75,7.49,9.26,29.16,26.73,12.53,80.83,1.68
宜花東,2019,17,27.42,1.87,5.72,7.51,28.33,27.37,12.64,75.57,1.94
宜花東,2019,18,23.2,1.36,6.38,7.82,35.25,28.31,11.39,80.37,1.56
宜花東,2019,19,24.5,1.91,6.62,8.46,30.02,21.13,9.45,81.88,1.5
宜花東,2019,20,27.26,2.59,6.44,9.06,19.01,25.5,10.38,81.54,1.64
宜花東,2019,21,24.61,1.63,6.24,7.86,33.48,33.48,13.29,79.73,1.66
宜花東,2019,22,26.63,2.01,5.89,7.85,25.24,22.87,9.08,81.03,1.39
宜花東,2019,23,28.61,2.74,5.51,8.21,14.61,23.17,8.14,77.11,1.44
宜花東,2019,24,25.98,2.18,6.49,8.59,29.25,20.67,8.87,83.61,1.42
宜花東,2019,25,29.26,2.16,5.76,7.89,21.26,24.51,10.34,75.86,1.69
宜花東,2019,26,29.19,1.99,5.07,7.08,18.87,17.78,7.03,77.17,1.36
宜花東,2019,27,29.55,2.06,5.38,7.52,19.67,23.76,8.38,75.04,1.74
宜花東,2019,28,30.18,2.11,5.17,7.16,20.7,21.39,10.9,71.56,1.76
宜花東,2019,29,29.41,1.95,5.0,7.12,17.81,21.69,7.83,76.84,1.63
宜花東,2019,30,29.38,1.85,4.56,6.5,17.23,17.61,7.49,75.49,1.4
宜花東,2019,31,29.36,2.26,3.86,6.06,15.29,14.5,6.96,73.98,1.48
宜花東,2019,32,29.69,2.07,4.4,6.27,19.99,23.9,8.82,74.32,1.52
宜花東,2019,33,28.19,1.55,5.6,7.22,24.81,24.65,10.19,79.66,1.41
宜花東,2019,34,27.82,1.98,4.42,6.36,20.99,30.0,7.41,80.95,1.5
宜花東,2019,35,28.75,2.55,4.19,6.66,13.99,16.6,6.99,76.92,1.51
宜花東,2019,36,27.52,2.42,4.97,7.37,18.17,16.74,6.09,79.55,1.47
宜花東,2019,37,28.52,1.72,4.53,6.3,22.63,21.65,10.03,74.61,1.47
宜花東,2019,38,26.3,1.28,5.53,6.91,41.72,33.56,11.5,73.8,1.4
宜花東,2019,39,26.04,1.96,5.69,7.52,26.13,21.1,9.59,78.73,1.59
宜花東,2019,40,26.9,1.88,5.54,7.32,25.51,26.55,15.19,75.99,1.54
宜花東,2019,41,25.81,1.2,5.47,6.68,40.3,30.55,16.52,74.95,1.47
宜花東,2019,42,24.09,1.38,5.96,7.29,40.34,30.77,13.31,71.95,1.78
宜花東,2019,43,24.04,1.37,6.28,7.65,37.35,27.1,14.3,74.72,1.56
宜花東,2019,44,24.23,1.66,7.04,8.69,34.96,30.03,13.71,80.08,1.43
宜花東,2019,45,22.36,1.8,6.87,8.5,38.88,28.33,12.11,72.16,1.67
宜花東,2019,46,22.62,1.66,7.58,9.28,36.82,36.15,16.17,70.21,1.83
宜花東,2019,47,22.9,2.07,7.0,9.02,28.52,24.0,9.19,77.1,1.51
宜花東,2019,48,20.77,1.98,7.08,8.89,30.9,21.51,9.18,75.66,1.41
宜花東,2019,49,17.26,2.12,7.43,9.51,31.39,19.36,8.71,73.94,1.37
宜花東,2019,50,20.52,2.25,8.06,10.21,31.47,27.65,13.81,71.91,1.54
宜花東,2019,51,21.54,2.68,8.18,10.9,22.72,17.06,8.44,80.4,1.56
宜花東,2019,52,19.93,2.74,8.55,11.26,24.79,18.44,8.93,80.31,1.5
雲嘉南,2016,1,20.5,5.07,17.01,21.97,20.62,69.38,38.0,84.37,2.98
雲嘉南,2016,2,18.04,2.54,15.67,18.13,26.42,55.26,30.05,80.43,2.99
雲嘉南,2016,3,17.83,3.89,19.2,23.09,21.9,59.57,35.44,80.47,3.16
雲嘉南,2016,4,13.87,3.16,15.04,18.21,25.91,49.91,25.43,74.21,2.99
雲嘉南,2016,5,16.76,3.01,15.34,18.3,23.45,41.31,20.11,83.32,2.06
雲嘉南,2016,6,15.57,1.95,13.68,15.57,40.55,79.28,45.72,65.43,3.05
雲嘉南,2016,7,18.66,3.72,16.3,19.99,20.17,50.65,25.88,74.81,3.01
雲嘉南,2016,8,17.71,2.53,17.02,19.5,29.93,83.96,41.81,74.38,3.3
雲嘉南,2016,9,18.21,2.67,16.59,19.15,35.12,82.89,40.4,71.86,3.35
雲嘉南,2016,10,21.44,3.08,16.28,19.33,25.7,63.32,37.66,75.7,3.63
雲嘉南,2016,11,17.41,4.16,19.72,23.82,22.01,53.24,32.18,84.86,3.05
雲嘉南,2016,12,20.57,2.99,16.06,19.02,24.18,67.3,38.25,85.44,2.52
雲嘉南,2016,13,18.34,1.96,16.07,18.04,45.41,76.91,46.01,67.93,3.23
雲嘉南,2016,14,25.43,2.03,11.67,13.68,30.43,70.96,42.84,76.37,3.14
雲嘉南,2016,15,24.87,1.99,11.44,13.4,29.03,49.85,27.81,80.52,2.92
雲嘉南,2016,16,25.6,2.26,11.08,13.39,29.41,49.2,24.71,79.14,2.98
雲嘉南,2016,17,27.17,2.03,9.88,11.94,25.77,43.91,21.71,76.81,2.99
雲嘉南,2016,18,26.62,2.05,11.1,13.37,33.36,63.42,35.88,73.46,3.23
雲嘉南,2016,19,28.61,2.03,9.78,11.84,25.21,39.83,17.91,74.57,3.02
雲嘉南,2016,20,26.9,1.76,10.87,12.58,40.09,54.1,25.67,74.21,3.16
雲嘉南,2016,21,27.62,1.97,10.3,12.23,29.49,48.65,24.34,80.5,3.0
雲嘉南,2016,22,30.17,1.95,6.27,8.08,18.63,31.53,10.26,72.95,2.38
雲嘉南,2016,23,28.98,1.88,6.81,8.56,23.69,29.77,10.79,77.49,2.1
雲嘉南,2016,24,27.47,2.64,7.42,9.98,19.21,25.74,8.19,83.71,2.02
雲嘉南,2016,25,29.86,2.41,7.57,9.98,19.71,32.4,11.6,74.92,2.88
雲嘉南,2016,26,30.57,2.5,7.14,9.61,19.02,32.5,11.98,72.71,2.8
雲嘉南,2016,27,29.93,2.2,7.52,9.79,23.49,34.43,13.35,74.51,2.86
雲嘉南,2016,28,28.13,1.86,5.57,7.35,22.39,22.65,7.53,82.27,2.02
雲嘉南,2016,29,29.99,2.17,6.1,8.29,17.88,31.03,12.1,74.41,2.25
雲嘉南,2016,30,30.86,1.9,6.28,8.08,23.52,31.35,15.03,69.45,2.64
雲嘉南,2016,31,29.87,1.95,7.82,9.58,30.5,35.5,16.74,76.4,2.68
雲嘉南,2016,32,29.86,1.85,7.43,9.01,31.8,33.84,16.33,77.47,3.02
雲嘉南,2016,33,28.27,2.07,8.12,10.11,23.97,27.87,11.31,81.87,2.41
雲嘉南,2016,34,29.82,1.81,6.99,8.77,32.77,42.76,22.12,76.88,2.95
雲嘉南,2016,35,29.2,1.34,8.96,10.16,49.44,55.63,32.25,73.59,3.03
雲嘉南,2016,36,27.07,2.35,7.98,10.29,22.37,22.05,8.93,86.46,2.13
雲嘉南,2016,37,28.23,2.41,7.4,9.94,22.69,30.49,12.11,79.4,2.86
雲嘉南,2016,38,28.08,2.07,10.05,12.02,36.76,48.48,22.27,75.15,3.09
雲嘉南,2016,39,27.97,1.85,8.7,10.53,33.93,50.74,22.11,79.64,2.96
雲嘉南,2016,40,28.06,2.11,11.02,13.13,33.12,50.66,27.19,79.11,3.08
雲嘉南,2016,41,26.18,2.3,10.98,13.22,23.41,38.17,15.83,83.75,2.53
雲嘉南,2016,42,28.11,2.1,11.91,14.13,36.35,71.4,37.28,78.55,3.23
雲嘉南,2016,43,28.78,2.23,10.05,12.36,26.7,48.91,23.41,77.2,3.33
雲嘉南,2016,44,25.52,2.11,12.93,14.98,35.46,70.54,30.72,72.15,3.47
雲嘉南,2016,45,24.47,2.19,14.03,16.31,34.17,62.7,30.08,72.97,3.06
雲嘉南,2016,46,24.92,2.48,16.28,18.73,36.69,89.73,49.4,77.39,3.96
雲嘉南,2016,47,24.42,3.53,16.21,19.75,24.84,65.15,34.6,79.65,3.38
雲嘉南,2016,48,21.83,2.87,15.46,18.44,24.33,53.01,22.76,80.02,2.99
雲嘉南,2016,49,22.08,2.67,16.63,19.28,27.67,75.09,35.54,76.79,3.48
雲嘉南,2016,50,21.27,3.67,16.99,20.58,28.43,75.09,32.97,74.01,3.1
雲嘉南,2016,51,20.78,3.15,17.98,21.31,28.15,78.64,42.59,74.88,3.37
雲嘉南,2016,52,19.28,3.49,17.22,20.68,25.87,75.98,33.6,75.81,3.17
雲嘉南,2017,1,21.13,3.61,15.01,18.61,28.75,86.27,46.02,82.6,3.05
雲嘉南,2017,2,19.98,3.22,16.84,20.13,26.53,72.11,36.55,77.07,3.4
雲嘉南,2017,3,18.46,2.98,15.03,18.09,25.93,62.93,27.35,75.01,3.19
雲嘉南,2017,4,17.88,2.62,14.9,17.5,31.78,72.26,31.1,69.41,3.26
雲嘉南,2017,5,19.36,2.15,11.4,13.57,29.74,69.7,28.36,75.23,2.9
雲嘉南,2017,6,17.11,2.44,14.42,16.73,30.97,85.68,40.45,69.55,3.26
雲嘉南,2017,7,18.37,3.14,15.33,18.4,35.03,79.58,39.2,68.54,2.99
雲嘉南,2017,8,20.17,2.92,14.99,17.89,27.8,73.33,36.05,77.27,3.0
雲嘉南,2017,9,18.57,2.01,15.01,17.0,38.03,78.05,38.05,68.07,3.5
雲嘉南,2017,10,19.9,2.33,16.45,18.81,33.47,68.83,38.78,75.87,3.03
雲嘉南,2017,11,21.41,2.18,14.96,17.19,35.75,70.0,36.88,74.22,3.07
雲嘉南,2017,12,23.23,1.98,13.45,15.49,38.13,71.02,34.43,73.11,3.11
雲嘉南,2017,13,21.34,2.0,14.82,16.45,42.89,78.44,38.99,68.18,3.04
雲嘉南,2017,14,23.42,1.73,12.17,13.85,45.72,65.5,33.86,61.93,3.2
雲嘉南,2017,15,24.65,2.27,13.19,15.54,26.17,50.57,26.04,77.54,3.06
雲嘉南,2017,16,26.86,1.93,9.02,10.73,29.82,44.79,22.38,75.37,2.73
雲嘉南,2017,17,23.52,1.97,13.43,15.16,43.85,63.97,33.56,73.66,3.26
雲嘉南,2017,18,27.21,1.82,11.49,13.2,38.02,58.43,30.52,67.32,3.18
雲嘉南,2017,19,28.69,1.91,9.43,11.19,31.34,56.18,24.49,71.03,3.17
雲嘉南,2017,20,26.27,1.58,11.04,12.48,37.65,44.85,21.76,77.28,3.03
雲嘉南,2017,21,27.79,1.85,10.11,11.74,34.39,45.04,19.91,74.59,3.07
雲嘉南,2017,22,27.73,1.78,7.37,8.89,28.52,37.89,14.99,82.02,2.31
雲嘉南,2017,23,29.39,2.1,7.88,10.03,23.36,35.88,14.48,76.76,2.9
雲嘉南,2017,24,28.4,2.15,6.56,8.72,16.31,25.82,7.69,79.5,2.01
雲嘉南,2017,25,29.24,2.35,6.93,9.33,14.78,25.27,9.36,74.98,2.38
雲嘉南,2017,26,30.1,1.95,6.6,8.39,19.47,29.05,10.74,71.19,2.09
雲嘉南,2017,27,29.17,2.28,7.21,9.49,19.86,26.89,9.49,75.74,2.58
雲嘉南,2017,28,29.68,1.96,8.08,9.81,23.62,32.15,12.33,73.45,2.89
雲嘉南,2017,29,29.46,1.78,8.72,10.34,32.37,43.59,20.62,74.03,2.96
雲嘉南,2017,30,29.44,1.49,7.53,8.98,29.37,37.67,18.22,76.17,3.0
雲嘉南,2017,31,28.44,1.8,6.29,7.96,22.5,29.19,10.53,81.77,2.0
雲嘉南,2017,32,30.34,1.89,5.1,6.88,16.22,30.74,11.17,75.02,1.99
雲嘉南,2017,33,30.61,2.0,6.26,8.19,18.41,26.76,11.37,70.65,2.22
雲嘉南,2017,34,29.86,1.73,8.4,10.02,26.99,40.51,17.97,77.6,2.93
雲嘉南,2017,35,29.14,1.83,8.67,10.27,28.93,42.35,20.61,80.53,2.92
雲嘉南,2017,36,29.76,1.78,7.07,8.73,24.8,30.87,14.61,78.19,2.68
雲嘉南,2017,37,29.96,1.99,9.19,11.09,31.91,46.64,19.86,72.87,2.97
雲嘉南,2017,38,30.1,1.41,10.72,12.08,48.46,63.95,35.81,69.72,3.9
雲嘉南,2017,39,30.11,1.84,8.86,10.59,29.16,41.64,20.26,76.36,2.97
雲嘉南,2017,40,29.96,1.21,9.42,10.67,37.96,57.44,27.25,76.27,3.09
雲嘉南,2017,41,28.97,1.96,10.79,12.73,31.1,59.21,22.94,78.05,3.0
雲嘉南,2017,42,26.48,1.92,9.86,11.79,29.61,48.16,14.84,81.48,2.19
雲嘉南,2017,43,23.71,1.63,13.73,15.33,46.96,77.23,30.4,67.98,3.08
雲嘉南,2017,44,23.73,1.94,13.63,15.52,37.59,85.29,25.4,71.72,2.88
雲嘉南,2017,45,24.76,1.82,13.87,15.72,30.82,78.94,31.93,81.32,2.99
雲嘉南,2017,46,24.72,2.65,14.62,17.23,26.58,69.81,30.9,82.29,3.05
雲嘉南,2017,47,21.64,1.93,14.26,16.16,27.11,66.94,21.03,75.79,2.99
雲嘉南,2017,48,23.15,1.94,13.22,15.14,29.58,76.19,28.1,79.97,2.85
雲嘉南,2017,49,18.73,2.3,15.79,18.07,27.09,71.02,28.91,76.2,2.86
雲嘉南,2017,50,19.23,3.41,16.53,19.95,25.41,69.36,28.5,79.2,3.05
雲嘉南,2017,51,17.45,2.17,14.82,16.99,30.19,73.28,27.69,71.42,2.93
雲嘉南,2017,52,19.59,2.26,15.48,17.75,32.34,94.09,43.51,75.28,3.07
雲嘉南,2018,1,19.03,3.21,15.83,19.02,22.56,65.28,30.33,84.15,2.8
雲嘉南,2018,2,14.31,2.8,14.58,17.29,26.97,46.52,20.27,70.45,2.5
雲嘉南,2018,3,20.13,2.82,16.57,19.41,26.54,80.8,42.33,81.24,2.99
雲嘉南,2018,4,18.99,2.26,14.61,16.87,27.96,62.71,23.97,78.39,2.91
雲嘉南,2018,5,14.1,2.42,13.99,16.48,25.41,44.52,23.39,80.1,2.05
雲嘉南,2018,6,13.89,3.28,16.93,20.15,24.47,62.54,32.33,79.41,2.34
雲嘉南,2018,7,19.38,1.86,14.11,15.95,34.52,88.4,37.71,71.76,2.91
雲嘉南,2018,8,19.97,2.03,14.7,16.8,29.18,71.89,36.09,79.09,2.95
雲嘉南,2018,9,22.4,3.03,14.86,17.95,28.72,83.97,41.63,77.99,3.08
雲嘉南,2018,10,19.5,2.01,13.53,15.51,31.02,59.14,23.82,73.35,2.88
雲嘉南,2018,11,21.99,2.07,14.66,16.73,37.93,72.56,39.11,73.36,3.14
雲嘉南,2018,12,21.16,1.92,13.51,15.39,40.88,64.36,28.09,65.62,2.91
雲嘉南,2018,13,23.54,1.47,11.69,13.25,41.47,79.47,37.9,72.51,2.65
雲嘉南,2018,14,23.47,1.41,10.2,11.72,36.97,84.95,31.26,65.38,2.57
雲嘉南,2018,15,26.03,1.92,10.48,12.37,30.16,51.02,18.23,70.66,2.92
雲嘉南,2018,16,24.35,1.63,12.04,13.61,43.65,72.53,32.96,72.52,3.15
雲嘉南,2018,17,26.58,1.74,11.01,12.59,40.67,66.03,31.1,73.09,3.45
雲嘉南,2018,18,27.98,1.7,8.86,10.57,34.72,56.76,23.67,71.41,3.02
雲嘉南,2018,19,26.87,1.89,10.19,12.01,31.59,51.13,19.15,76.34,3.04
雲嘉南,2018,20,29.31,2.29,7.47,9.79,17.55,33.27,12.74,74.31,2.69
雲嘉南,2018,21,29.79,1.86,7.86,9.61,26.43,42.62,19.07,70.95,2.93
雲嘉南,2018,22,29.98,1.73,7.66,9.26,32.52,51.64,17.99,72.39,3.03
雲嘉南,2018,23,30.2,1.61,7.95,9.51,32.24,45.64,17.28,73.45,3.04
雲嘉南,2018,24,28.18,1.4,9.05,10.5,40.38,45.83,17.71,78.94,2.73
雲嘉南,2018,25,27.36,2.38,6.96,9.4,17.37,28.26,8.21,85.01,2.03
雲嘉南,2018,26,29.12,2.19,7.03,9.27,18.71,33.32,10.81,75.9,2.28
雲嘉南,2018,27,27.97,2.25,6.96,9.22,18.58,26.95,7.97,81.9,2.07
雲嘉南,2018,28,29.26,2.0,7.47,9.47,25.66,40.87,17.49,77.46,3.0
雲嘉南,2018,29,29.75,1.62,6.62,8.17,30.6,39.81,17.74,76.89,2.64
雲嘉南,2018,30,29.41,1.99,6.98,8.96,21.87,34.51,13.0,77.8,2.22
雲嘉南,2018,31,30.02,2.02,5.93,7.9,21.83,29.36,10.6,75.63,2.11
雲嘉南,2018,32,29.92,1.64,6.46,7.99,32.0,37.06,18.31,74.0,2.57
雲嘉南,2018,33,28.45,1.9,7.06,8.95,23.97,25.43,8.76,81.53,2.28
雲嘉南,2018,34,27.18,1.9,6.97,8.78,28.81,23.56,8.68,87.34,2.01
雲嘉南,2018,35,26.43,2.93,6.86,9.74,17.48,23.52,9.06,85.14,2.01
雲嘉南,2018,36,28.45,1.96,7.15,9.03,25.89,33.83,13.63,80.15,2.09
雲嘉南,2018,37,28.62,2.08,9.73,11.75,30.7,50.54,22.06,80.38,3.08
雲嘉南,2018,38,29.53,1.8,7.91,9.66,29.28,44.42,22.01,75.6,2.73
雲嘉南,2018,39,27.51,1.03,8.93,10.0,42.68,62.07,19.12,70.45,2.66
雲嘉南,2018,40,25.91,1.16,11.7,13.11,53.77,73.34,29.06,68.09,3.19
雲嘉南,2018,41,25.6,1.89,12.05,13.77,37.6,56.11,25.25,77.09,3.11
雲嘉南,2018,42,25.23,1.86,12.64,14.38,38.5,58.5,26.18,77.27,3.09
雲嘉南,2018,43,24.88,1.89,12.27,14.07,42.2,81.09,33.41,73.27,3.69
雲嘉南,2018,44,23.08,2.36,14.91,17.21,33.5,65.83,25.86,77.17,3.07
雲嘉南,2018,45,25.18,2.5,13.0,15.47,32.77,83.41,43.92,82.21,3.05
雲嘉南,2018,46,24.4,2.44,15.41,17.95,30.68,71.6,33.98,78.68,3.63
雲嘉南,2018,47,22.95,2.13,13.74,15.91,30.67,61.17,23.98,76.81,3.05
雲嘉南,2018,48,22.06,2.67,15.22,17.83,29.36,61.33,30.39,81.1,3.02
雲嘉南,2018,49,23.29,3.04,14.51,17.5,25.72,64.34,24.32,76.46,3.05
雲嘉南,2018,50,20.91,2.52,14.73,17.34,23.0,52.3,22.02,78.33,2.99
雲嘉南,2018,51,20.89,2.74,17.0,19.61,31.16,81.91,36.95,71.8,3.0
雲嘉南,2018,52,19.6,1.99,12.64,14.53,27.02,54.5,16.47,74.69,2.41
雲嘉南,2019,1,20.57,2.99,15.25,18.32,22.52,54.82,23.98,81.38,2.78
雲嘉南,2019,2,21.28,3.09,15.12,18.27,25.08,71.61,32.02,80.5,2.8
雲嘉南,2019,3,18.52,1.91,14.28,16.08,30.26,74.7,38.07,81.39,2.35
雲嘉南,2019,4,17.11,2.31,15.86,18.14,35.53,82.52,37.93,72.03,3.05
雲嘉南,2019,5,20.54,2.6,15.57,18.06,31.95,76.71,38.08,74.58,2.97
雲嘉南,2019,6,21.34,1.48,10.34,11.88,30.34,56.56,27.18,75.53,2.09
雲嘉南,2019,7,21.98,1.98,13.13,15.11,29.77,56.15,25.77,76.85,2.84
雲嘉南,2019,8,21.33,2.41,13.47,15.9,27.97,58.08,29.29,80.7,2.45
雲嘉南,2019,9,22.03,1.72,11.75,13.47,36.12,65.83,34.17,78.29,2.33
雲嘉南,2019,10,19.57,2.42,15.47,17.86,28.83,42.77,23.29,85.62,2.22
雲嘉南,2019,11,21.83,2.08,14.21,16.26,42.15,69.33,36.35,73.32,2.96
雲嘉南,2019,12,22.45,3.07,13.36,16.37,25.14,53.68,27.08,80.63,2.78
雲嘉南,2019,13,23.62,1.76,10.77,12.46,37.05,50.46,23.62,77.41,2.9
雲嘉南,2019,14,23.93,1.61,10.31,11.95,39.85,58.98,32.81,78.1,2.29
雲嘉南,2019,15,25.32,1.89,10.03,11.88,32.6,48.42,22.9,76.26,2.83
雲嘉南,2019,16,25.41,1.63,11.02,12.66,35.13,39.23,20.15,80.36,2.08
雲嘉南,2019,17,27.74,1.93,8.22,10.0,28.16,39.97,19.28,75.75,2.09
雲嘉南,2019,18,24.45,1.67,10.35,12.04,33.28,39.46,18.02,82.68,2.05
雲嘉南,2019,19,25.09,1.83,10.98,12.73,34.61,47.24,24.65,82.62,2.54
雲嘉南,2019,20,28.62,2.1,6.72,8.9,18.14,28.07,11.25,79.9,2.0
雲嘉南,2019,21,26.85,1.53,10.2,11.77,41.41,54.04,26.56,77.85,3.02
雲嘉南,2019,22,27.99,2.02,8.1,10.02,25.89,31.0,12.36,76.77,2.12
雲嘉南,2019,23,29.29,2.59,6.75,9.29,16.05,22.18,8.81,75.75,2.0
雲嘉南,2019,24,27.66,1.92,8.55,10.34,31.55,23.28,13.24,82.41,2.02
雲嘉南,2019,25,29.58,2.3,6.48,8.78,16.42,19.71,7.42,75.06,1.9
雲嘉南,2019,26,28.8,2.07,7.1,9.26,21.2,20.71,8.17,77.35,1.91
雲嘉南,2019,27,28.66,2.27,5.87,8.11,18.73,18.35,7.4,79.66,2.0
雲嘉南,2019,28,29.37,1.92,5.21,7.22,18.47,15.79,9.91,78.69,1.97
雲嘉南,2019,29,29.15,1.9,6.74,8.55,24.74,22.56,13.07,80.15,1.99
雲嘉南,2019,30,29.58,1.99,6.21,8.19,19.43,18.01,7.98,76.76,1.97
雲嘉南,2019,31,29.08,1.76,7.19,8.98,28.16,27.18,14.35,79.46,2.03
雲嘉南,2019,32,29.71,1.73,5.23,6.81,27.97,31.77,12.57,81.67,1.98
雲嘉南,2019,33,27.42,1.67,6.01,7.7,26.67,14.77,7.08,87.67,1.82
雲嘉南,2019,34,28.43,1.88,6.49,8.16,27.05,23.84,13.59,83.7,2.04
雲嘉南,2019,35,29.1,1.98,7.24,9.14,27.07,28.29,16.38,80.53,2.28
雲嘉南,2019,36,28.71,1.93,7.05,8.87,27.65,23.48,12.81,80.87,2.02
雲嘉南,2019,37,29.03,1.2,7.71,9.07,37.3,37.83,22.48,78.75,2.23
雲嘉南,2019,38,27.05,1.21,8.57,9.92,51.83,56.66,18.59,68.41,2.16
雲嘉南,2019,39,27.65,1.95,10.61,12.38,37.54,56.13,23.74,75.44,2.93
雲嘉南,2019,40,28.39,1.55,7.8,9.36,40.49,49.8,31.13,75.96,2.08
雲嘉南,2019,41,27.7,1.4,9.28,10.7,45.02,59.61,27.69,74.17,2.82
雲嘉南,2019,42,25.27,1.65,10.83,12.39,43.6,61.82,20.85,68.57,2.81
雲嘉南,2019,43,25.47,2.01,12.34,14.27,40.33,56.68,25.36,73.49,2.93
雲嘉南,2019,44,25.16,1.79,11.11,12.84,41.63,71.9,27.07,76.9,2.64
雲嘉南,2019,45,23.32,1.89,12.4,14.22,41.78,60.39,23.01,70.48,2.71
雲嘉南,2019,46,23.16,2.33,14.61,16.85,42.13,72.74,34.57,72.74,2.99
雲嘉南,2019,47,22.77,2.63,12.7,15.27,28.76,51.62,19.78,76.37,2.18
雲嘉南,2019,48,21.55,2.02,12.23,14.22,31.95,56.12,19.6,72.71,2.28
雲嘉南,2019,49,16.9,2.17,12.62,14.91,30.06,34.74,15.38,73.96,2.0
雲嘉南,2019,50,20.12,3.43,15.61,19.04,30.12,58.08,29.32,75.97,2.25
雲嘉南,2019,51,21.18,3.72,14.54,18.22,21.05,44.6,22.72,81.05,2.2
雲嘉南,2019,52,19.94,2.39,14.38,16.76,24.17,42.74,19.16,80.53,2.14
高屏,2016,1,21.94,5.17,16.3,21.49,22.14,60.98,34.15,82.45,3.35
高屏,2016,2,19.34,3.81,16.25,20.04,25.66,54.12,30.2,79.48,3.09
高屏,2016,3,19.49,4.99,18.22,23.18,24.87,61.29,35.31,79.88,3.5
高屏,2016,4,15.33,4.04,16.88,20.9,25.33,48.19,26.89,77.13,2.84
高屏,2016,5,19.05,4.56,16.45,21.03,22.06,47.51,25.74,80.01,2.36
高屏,2016,6,17.45,2.44,12.93,15.35,39.44,61.91,35.83,64.62,2.74
高屏,2016,7,20.08,4.24,15.0,19.23,21.58,49.24,27.2,74.02,2.85
高屏,2016,8,19.83,3.03,17.44,20.36,32.2,77.6,42.97,72.72,3.29
高屏,2016,9,20.01,2.66,16.07,18.65,38.48,75.25,39.36,68.09,3.36
高屏,2016,10,23.13,3.36,15.76,19.06,30.41,56.43,32.24,72.6,3.8
高屏,2016,11,19.79,5.52,18.21,23.67,23.72,53.59,30.4,81.62,3.39
高屏,2016,12,22.9,3.4,15.09,18.45,25.81,58.15,34.19,81.25,2.92
高屏,2016,13,19.68,2.64,15.67,18.29,42.69,60.28,33.75,69.69,3.37
高屏,2016,14,26.08,2.24,11.54,13.84,29.63,56.05,31.27,73.8,3.65
高屏,2016,15,25.99,2.66,11.77,14.38,29.12,36.51,18.3,76.81,3.56
高屏,2016,16,27.09,3.07,10.29,13.33,27.84,41.16,20.32,74.68,3.23
高屏,2016,17,27.85,2.34,9.28,11.63,24.58,34.91,16.05,73.79,3.23
高屏,2016,18,27.67,2.26,9.43,11.8,36.56,54.68,29.02,69.88,3.46
高屏,2016,19,28.79,2.51,8.22,10.79,22.29,30.6,10.91,73.79,3.26
高屏,2016,20,27.83,2.02,10.04,12.02,41.15,43.38,19.73,72.79,3.25
高屏,2016,21,27.91,1.99,8.97,10.91,29.81,34.27,15.19,78.62,3.03
高屏,2016,22,30.42,2.48,6.5,8.96,18.78,27.69,8.83,72.52,2.93
高屏,2016,23,29.14,2.33,6.89,9.13,21.62,27.28,8.98,77.48,2.46
高屏,2016,24,27.27,3.48,7.55,10.92,18.57,25.72,7.23,85.3,2.58
高屏,2016,25,30.0,3.06,6.52,9.49,17.76,27.14,8.44,73.25,3.0
高屏,2016,26,30.8,2.93,5.46,8.34,15.9,28.93,7.05,71.2,2.97
高屏,2016,27,30.43,2.28,6.89,9.26,23.61,32.73,10.65,72.05,3.34
高屏,2016,28,28.01,2.19,5.88,8.1,23.21,28.46,7.04,84.52,2.56
高屏,2016,29,29.75,2.55,6.34,8.86,17.58,31.32,10.67,74.76,2.76
高屏,2016,30,30.36,2.36,7.23,9.61,23.97,29.37,12.36,71.49,3.21
高屏,2016,31,29.29,2.15,7.07,9.24,26.25,30.99,12.51,75.81,2.77
高屏,2016,32,29.2,2.02,7.72,9.75,32.01,29.83,12.03,78.58,2.82
高屏,2016,33,27.3,2.44,7.37,9.85,21.52,22.99,5.97,85.22,2.77
高屏,2016,34,29.11,2.38,8.09,10.49,29.89,37.61,16.67,77.8,2.85
高屏,2016,35,28.73,2.09,9.05,11.0,46.31,45.66,23.29,76.19,2.95
高屏,2016,36,27.01,3.19,8.84,12.0,21.81,19.95,6.55,87.4,2.38
高屏,2016,37,28.92,2.82,6.77,9.56,22.07,26.93,9.63,79.86,2.52
高屏,2016,38,28.5,2.25,9.27,11.5,37.91,42.25,18.24,77.4,2.96
高屏,2016,39,28.32,2.0,8.69,10.46,43.68,50.23,23.67,79.85,3.09
高屏,2016,40,27.8,2.61,10.9,13.55,32.27,41.6,18.96,80.74,3.44
高屏,2016,41,26.54,3.26,10.26,13.47,22.77,36.39,13.22,85.68,2.61
高屏,2016,42,28.19,2.86,11.95,14.8,36.59,64.43,30.78,78.21,3.52
高屏,2016,43,28.91,2.38,9.66,12.09,27.3,43.6,17.17,76.9,3.42
高屏,2016,44,26.67,2.39,13.76,16.07,41.45,69.84,32.34,73.47,3.79
高屏,2016,45,25.2,2.25,13.53,15.71,39.34,59.49,28.4,71.77,3.21
高屏,2016,46,25.75,2.2,15.07,17.33,46.04,78.31,43.03,75.69,4.09
