region,year,week,value
宜花東,2018,9,38.1
雲嘉南,2018,9,83.97
高屏,2018,9,63.72
中彰投,2018,10,41.77
北北基桃竹苗,2018,10,35.57
宜花東,2018,10,33.08
雲嘉南,2018,10,59.14
高屏,2018,10,60.79
中彰投,2018,11,61.47
北北基桃竹苗,2018,11,46.17
宜花東,2018,11,33.12
雲嘉南,2018,11,72.56
高屏,2018,11,62.04
中彰投,2018,12,54.74
北北基桃竹苗,2018,12,44.54
宜花東,2018,12,39.9
雲嘉南,2018,12,64.36
高屏,2018,12,57.72
中彰投,2018,13,68.09
北北基桃竹苗,2018,13,48.65
宜花東,2018,13,39.78
雲嘉南,2018,13,79.47
高屏,2018,13,62.58
中彰投,2018,14,67.04
北北基桃竹苗,2018,14,66.87
宜花東,2018,14,54.33
雲嘉南,2018,14,84.95
高屏,2018,14,67.72
中彰投,2018,15,44.31
北北基桃竹苗,2018,15,47.05
宜花東,2018,15,33.01
雲嘉南,2018,15,51.02
高屏,2018,15,43.53
中彰投,2018,16,62.65
北北基桃竹苗,2018,16,55.72
宜花東,2018,16,39.43
雲嘉南,2018,16,72.53
高屏,2018,16,61.4
中彰投,2018,17,57.38
北北基桃竹苗,2018,17,44.44
宜花東,2018,17,36.14
雲嘉南,2018,17,66.03
高屏,2018,17,52.04
中彰投,2018,18,50.11
北北基桃竹苗,2018,18,43.52
宜花東,2018,18,34.36
雲嘉南,2018,18,56.76
高屏,2018,18,47.06
中彰投,2018,19,42.34
北北基桃竹苗,2018,19,40.74
宜花東,2018,19,33.14
雲嘉南,2018,19,51.13
高屏,2018,19,40.38
中彰投,2018,20,30.86
北北基桃竹苗,2018,20,37.02
宜花東,2018,20,25.57
雲嘉南,2018,20,33.27
高屏,2018,20,30.83
中彰投,2018,21,39.22
北北基桃竹苗,2018,21,39.39
宜花東,2018,21,31.23
雲嘉南,2018,21,42.62
高屏,2018,21,36.36
中彰投,2018,22,37.33
北北基桃竹苗,2018,22,33.52
宜花東,2018,22,27.06
雲嘉南,2018,22,51.64
高屏,2018,22,35.87
中彰投,2018,23,37.96
北北基桃竹苗,2018,23,29.63
宜花東,2018,23,22.43
雲嘉南,2018,23,45.64
高屏,2018,23,35.48
中彰投,2018,24,37.69
北北基桃竹苗,2018,24,31.64
宜花東,2018,24,27.17
雲嘉南,2018,24,45.83
高屏,2018,24,36.3
中彰投,2018,25,21.95
北北基桃竹苗,2018,25,24.06
宜花東,2018,25,25.81
雲嘉南,2018,25,28.26
高屏,2018,25,23.25
中彰投,2018,26,28.9
北北基桃竹苗,2018,26,29.03
宜花東,2018,26,25.12
雲嘉南,2018,26,33.32
高屏,2018,26,25.23
中彰投,2018,27,21.57
北北基桃竹苗,2018,27,24.37
宜花東,2018,27,27.29
雲嘉南,2018,27,26.95
高屏,2018,27,22.64
中彰投,2018,28,36.07
北北基桃竹苗,2018,28,26.19
宜花東,2018,28,22.91
雲嘉南,2018,28,40.87
高屏,2018,28,30.77
中彰投,2018,29,42.78
北北基桃竹苗,2018,29,25.37
宜花東,2018,29,21.68
雲嘉南,2018,29,39.81
高屏,2018,29,31.71
中彰投,2018,30,29.29
北北基桃竹苗,2018,30,35.89
宜花東,2018,30,27.3
雲嘉南,2018,30,34.51
高屏,2018,30,28.64
中彰投,2018,31,28.01
北北基桃竹苗,2018,31,34.19
宜花東,2018,31,28.86
雲嘉南,2018,31,29.36
高屏,2018,31,26.56
中彰投,2018,32,37.39
北北基桃竹苗,2018,32,34.78
宜花東,2018,32,27.01
雲嘉南,2018,32,37.06
高屏,2018,32,27.01
中彰投,2018,33,22.48
北北基桃竹苗,2018,33,27.09
宜花東,2018,33,23.62
雲嘉南,2018,33,25.43
高屏,2018,33,20.32
中彰投,2018,34,19.22
北北基桃竹苗,2018,34,24.9
宜花東,2018,34,22.8
雲嘉南,2018,34,23.56
高屏,2018,34,19.43
中彰投,2018,35,23.73
北北基桃竹苗,2018,35,28.02
宜花東,2018,35,22.99
雲嘉南,2018,35,23.52
高屏,2018,35,20.28
中彰投,2018,36,30.98
北北基桃竹苗,2018,36,32.88
宜花東,2018,36,28.35
雲嘉南,2018,36,33.83
高屏,2018,36,26.71
中彰投,2018,37,42.51
北北基桃竹苗,2018,37,27.88
宜花東,2018,37,25.29
雲嘉南,2018,37,50.54
高屏,2018,37,36.3
中彰投,2018,38,43.28
北北基桃竹苗,2018,38,37.94
宜花東,2018,38,25.21
雲嘉南,2018,38,44.42
高屏,2018,38,37.69
中彰投,2018,39,39.55
北北基桃竹苗,2018,39,38.78
宜花東,2018,39,34.45
雲嘉南,2018,39,62.07
高屏,2018,39,51.74
中彰投,2018,40,51.79
北北基桃竹苗,2018,40,41.72
宜花東,2018,40,44.2
雲嘉南,2018,40,73.34
高屏,2018,40,62.99
中彰投,2018,41,37.55
北北基桃竹苗,2018,41,26.83
宜花東,2018,41,23.48
雲嘉南,2018,41,56.11
高屏,2018,41,50.1
中彰投,2018,42,38.26
北北基桃竹苗,2018,42,30.0
宜花東,2018,42,28.24
雲嘉南,2018,42,58.5
高屏,2018,42,55.3
中彰投,2018,43,55.48
北北基桃竹苗,2018,43,46.37
宜花東,2018,43,40.6
雲嘉南,2018,43,81.09
高屏,2018,43,67.4
中彰投,2018,44,39.8
北北基桃竹苗,2018,44,30.18
宜花東,2018,44,31.3
雲嘉南,2018,44,65.83
高屏,2018,44,65.97
中彰投,2018,45,68.72
北北基桃竹苗,2018,45,41.07
宜花東,2018,45,29.76
雲嘉南,2018,45,83.41
高屏,2018,45,65.39
中彰投,2018,46,50.84
北北基桃竹苗,2018,46,31.0
宜花東,2018,46,27.1
雲嘉南,2018,46,71.6
高屏,2018,46,66.52
中彰投,2018,47,43.99
北北基桃竹苗,2018,47,26.1
宜花東,2018,47,23.81
雲嘉南,2018,47,61.17
高屏,2018,47,56.76
中彰投,2018,48,50.04
北北基桃竹苗,2018,48,38.33
宜花東,2018,48,30.2
雲嘉南,2018,48,61.33
高屏,2018,48,52.57
中彰投,2018,49,39.69
北北基桃竹苗,2018,49,26.64
宜花東,2018,49,25.35
雲嘉南,2018,49,64.34
高屏,2018,49,62.01
中彰投,2018,50,35.57
北北基桃竹苗,2018,50,21.46
宜花東,2018,50,21.83
雲嘉南,2018,50,52.3
高屏,2018,50,60.06
中彰投,2018,51,65.02
北北基桃竹苗,2018,51,47.38
宜花東,2018,51,35.26
雲嘉南,2018,51,81.91
高屏,2018,51,72.75
中彰投,2018,52,28.46
北北基桃竹苗,2018,52,15.4
宜花東,2018,52,19.75
雲嘉南,2018,52,54.5
高屏,2018,52,58.53
中彰投,2019,1,40.28
北北基桃竹苗,2019,1,19.92
宜花東,2019,1,20.29
雲嘉南,2019,1,54.82
高屏,2019,1,59.07
中彰投,2019,2,47.78
北北基桃竹苗,2019,2,30.89
宜花東,2019,2,23.63
雲嘉南,2019,2,71.61
高屏,2019,2,71.99
中彰投,2019,3,53.06
北北基桃竹苗,2019,3,39.12
宜花東,2019,3,27.39
雲嘉南,2019,3,74.7
高屏,2019,3,65.74
中彰投,2019,4,57.28
北北基桃竹苗,2019,4,44.1
宜花東,2019,4,38.27
雲嘉南,2019,4,82.52
高屏,2019,4,77.52
